b'["time", "open", "high", "low", "close", "volume"]'
b'["2022-02-09 14:29:00", "136.157602841", "136.177360166", "136.142784848", "136.177360166", "9552"]'
b'["2022-02-09 14:26:00", "136.118088192", "136.157602841", "136.118088192", "136.157602841", "2483"]'
b'["2022-02-09 14:25:00", "136.110086475", "136.127966854", "136.110086475", "136.127966854", "2459"]'
b'["2022-02-09 14:22:00", "136.078573542", "136.098330867", "136.078573542", "136.088452205", "3327"]'
b'["2022-02-09 14:17:00", "136.029180231", "136.039058893", "136.014362237", "136.014362237", "4905"]'
b'["2022-02-09 14:16:00", "136.009422906", "136.029180231", "135.999544244", "136.019301569", "4017"]'
b'["2022-02-09 14:14:00", "136.019301569", "136.029180231", "135.999544244", "136.019301569", "3193"]'
b'["2022-02-09 14:13:00", "135.999544244", "136.029180231", "135.999544244", "136.019301569", "5189"]'
b'["2022-02-09 14:10:00", "135.969908257", "135.979786919", "135.960029595", "135.960029595", "7006"]'
b'["2022-02-09 14:09:00", "135.960029595", "135.969908257", "135.955090263", "135.969908257", "2305"]'
b'["2022-02-09 14:07:00", "135.920514945", "135.920514945", "135.895818289", "135.910636283", "5937"]'
b'["2022-02-09 14:04:00", "135.960029595", "135.989665582", "135.960029595", "135.979786919", "6062"]'
b'["2022-02-09 14:00:00", "135.950150932", "135.979786919", "135.91073507", "135.969908257", "4791"]'
b'["2022-02-09 13:59:00", "135.979786919", "135.979786919", "135.920514945", "135.950150932", "10735"]'
b'["2022-02-09 13:57:00", "135.98472625", "135.989665582", "135.95607813", "135.960029595", "5859"]'
b'["2022-02-09 13:56:00", "135.989665582", "135.989665582", "135.989665582", "135.989665582", "672"]'
b'["2022-02-09 13:55:00", "136.019301569", "136.034119562", "135.979786919", "135.989665582", "3562"]'
b'["2022-02-09 13:54:00", "136.003693282", "136.039058893", "136.003693282", "136.03125475", "5251"]'
b'["2022-02-09 13:53:00", "136.058816218", "136.058816218", "136.019301569", "136.019301569", "7042"]'
b'["2022-02-09 13:52:00", "136.063755549", "136.088452205", "136.039058893", "136.088452205", "5605"]'
b'["2022-02-09 13:49:00", "136.048937555", "136.081932288", "136.048937555", "136.06869488", "3195"]'
b'["2022-02-09 13:45:00", "135.915575614", "135.969908257", "135.915575614", "135.969908257", "5715"]'
b'["2022-02-09 13:41:00", "135.910636283", "135.920514945", "135.890878958", "135.890878958", "3685"]'
b'["2022-02-09 13:39:00", "135.891866825", "135.900757621", "135.881000296", "135.890878958", "2425"]'
b'["2022-02-09 13:37:00", "135.923972477", "135.94027227", "135.895818289", "135.900757621", "5043"]'
b'["2022-02-09 13:36:00", "135.904017579", "135.950150932", "135.887816573", "135.929208168", "6312"]'
b'["2022-02-09 13:33:00", "135.90223942", "135.90223942", "135.866182302", "135.876060965", "4075"]'
b'["2022-02-09 13:32:00", "135.950150932", "135.950150932", "135.920514945", "135.920514945", "2091"]'
b'["2022-02-09 13:31:00", "135.841485647", "135.950150932", "135.830619118", "135.935332939", "21337"]'
b'["2022-02-09 13:29:00", "135.77233501", "135.841485647", "135.77233501", "135.821728322", "3506"]'
b'["2022-02-09 13:28:00", "135.831606984", "135.831606984", "135.77233501", "135.77233501", "5991"]'
b'["2022-02-09 13:27:00", "135.81184966", "135.831606984", "135.81184966", "135.821728322", "2011"]'
b'["2022-02-09 13:23:00", "135.782213673", "135.792092335", "135.762456348", "135.77233501", "5132"]'
b'["2022-02-09 13:19:00", "135.831606984", "135.836546315", "135.801970997", "135.801970997", "3092"]'
b'["2022-02-09 13:18:00", "135.831606984", "135.851067949", "135.821728322", "135.829927612", "4978"]'
b'["2022-02-09 13:13:00", "135.789425096", "135.821728322", "135.789425096", "135.792092335", "5637"]'
b'["2022-02-09 13:12:00", "135.81184966", "135.836546315", "135.800192838", "135.801970997", "2262"]'
b'["2022-02-09 13:08:00", "135.792092335", "135.801970997", "135.762456348", "135.762456348", "3824"]'
b'["2022-02-09 13:07:00", "135.762456348", "135.792092335", "135.762456348", "135.771050784", "3302"]'
b'["2022-02-09 13:06:00", "135.782213673", "135.81184966", "135.77233501", "135.77233501", "4147"]'
b'["2022-02-09 13:05:00", "135.801970997", "135.821728322", "135.782213673", "135.81184966", "2460"]'
b'["2022-02-09 13:04:00", "135.792092335", "135.792092335", "135.762456348", "135.782213673", "2396"]'
b'["2022-02-09 13:03:00", "135.81184966", "135.821728322", "135.792092335", "135.792092335", "2551"]'
b'["2022-02-09 13:00:00", "135.806910328", "135.806910328", "135.762456348", "135.77233501", "4481"]'
b'["2022-02-09 12:59:00", "135.792092335", "135.821728322", "135.782213673", "135.792092335", "10050"]'
b'["2022-02-09 12:53:00", "135.782213673", "135.841485647", "135.782213673", "135.836546315", "7147"]'
b'["2022-02-09 12:51:00", "135.81184966", "135.830520331", "135.782213673", "135.806910328", "2425"]'
b'["2022-02-09 12:50:00", "135.841485647", "135.851364309", "135.782213673", "135.804440663", "13790"]'
b'["2022-02-09 12:48:00", "135.861242971", "135.876060965", "135.851364309", "135.876060965", "2468"]'
b'["2022-02-09 12:46:00", "135.85630364", "135.871121634", "135.841485647", "135.871121634", "4380"]'
b'["2022-02-09 12:45:00", "135.900757621", "135.900757621", "135.831606984", "135.856402427", "10525"]'
b'["2022-02-09 12:44:00", "135.900757621", "135.950150932", "135.881000296", "135.920514945", "6060"]'
b'["2022-02-09 12:42:00", "135.792092335", "135.801970997", "135.77233501", "135.792092335", "3290"]'
b'["2022-02-09 12:41:00", "135.742699023", "135.81184966", "135.742699023", "135.801970997", "6883"]'
b'["2022-02-09 12:39:00", "135.732820361", "135.753565552", "135.713063036", "135.753565552", "5476"]'
b'["2022-02-09 12:37:00", "135.742699023", "135.747638355", "135.722941699", "135.737759692", "4898"]'
b'["2022-02-09 12:36:00", "135.732820361", "135.732820361", "135.693305712", "135.722941699", "4272"]'
b'["2022-02-09 12:34:00", "135.683427049", "135.713063036", "135.683427049", "135.693305712", "3883"]'
b'["2022-02-09 12:32:00", "135.673548387", "135.703184374", "135.673548387", "135.673548387", "3093"]'
b'["2022-02-09 12:30:00", "135.737759692", "135.742699023", "135.683427049", "135.693305712", "6670"]'
b'["2022-02-09 12:29:00", "135.742699023", "135.761468482", "135.730251909", "135.752577686", "2382"]'
b'["2022-02-09 12:28:00", "135.742699023", "135.742699023", "135.722941699", "135.722941699", "1686"]'
b'["2022-02-09 12:27:00", "135.722941699", "135.77233501", "135.722941699", "135.757517017", "2014"]'
b'["2022-02-09 12:25:00", "135.722941699", "135.72788103", "135.713063036", "135.713655756", "4283"]'
b'["2022-02-09 12:24:00", "135.761468482", "135.77233501", "135.713063036", "135.722941699", "4455"]'
b'["2022-02-09 12:22:00", "135.77233501", "135.782213673", "135.746848062", "135.782213673", "2422"]'
b'["2022-02-09 12:21:00", "135.821728322", "135.831606984", "135.777274342", "135.777274342", "5297"]'
b'["2022-02-09 12:17:00", "135.81184966", "135.831606984", "135.742699023", "135.742699023", "9594"]'
b'["2022-02-09 12:11:00", "135.960029595", "135.960029595", "135.915575614", "135.915575614", "4484"]'
b'["2022-02-09 12:10:00", "135.910636283", "135.960029595", "135.881000296", "135.950150932", "10322"]'
b'["2022-02-09 12:07:00", "135.960029595", "135.979786919", "135.945211601", "135.979786919", "1234"]'
b'["2022-02-09 12:06:00", "136.014362237", "136.034119562", "135.950150932", "135.969908257", "3075"]'
b'["2022-02-09 12:04:00", "135.999544244", "136.029180231", "135.960029595", "135.995197632", "4622"]'
b'["2022-02-09 12:03:00", "135.989665582", "136.009422906", "135.94027227", "135.989665582", "4895"]'
b'["2022-02-09 11:59:00", "135.841485647", "135.841485647", "135.757517017", "135.821530749", "4466"]'
b'["2022-02-09 11:58:00", "135.871121634", "135.881000296", "135.792092335", "135.851364309", "10989"]'
b'["2022-02-09 11:55:00", "135.866182302", "135.871121634", "135.821728322", "135.831606984", "6391"]'
b'["2022-02-09 11:54:00", "135.910636283", "135.920514945", "135.8721095", "135.8721095", "4445"]'
b'["2022-02-09 11:52:00", "135.900757621", "135.915575614", "135.861242971", "135.910636283", "3407"]'
b'["2022-02-09 11:47:00", "135.801970997", "135.841485647", "135.792092335", "135.81184966", "6838"]'
b'["2022-02-09 11:46:00", "135.782213673", "135.81184966", "135.762456348", "135.801970997", "4238"]'
b'["2022-02-09 11:44:00", "135.831606984", "135.841485647", "135.821728322", "135.831606984", "7198"]'
b'["2022-02-09 11:43:00", "135.792092335", "135.81184966", "135.77233501", "135.81184966", "6736"]'
b'["2022-02-09 11:41:00", "135.693305712", "135.722941699", "135.693305712", "135.722941699", "4747"]'
b'["2022-02-09 11:39:00", "135.525368452", "135.564883102", "135.525368452", "135.564883102", "12647"]'
b'["2022-02-09 11:38:00", "135.564883102", "135.584640426", "135.525368452", "135.535247115", "13306"]'
b'["2022-02-09 11:37:00", "135.634033738", "135.634033738", "135.545125777", "135.545125777", "11651"]'
b'["2022-02-09 11:36:00", "135.564883102", "135.653791062", "135.564883102", "135.624155075", "19388"]'
b'["2022-02-09 11:35:00", "135.555004439", "135.604397751", "135.540976739", "135.584640426", "11615"]'
b'["2022-02-09 11:33:00", "135.579701095", "135.604397751", "135.545125777", "135.587999171", "9906"]'
b'["2022-02-09 11:30:00", "135.638973069", "135.638973069", "135.604397751", "135.609337082", "3223"]'
b'["2022-02-09 11:29:00", "135.6439124", "135.653791062", "135.609337082", "135.6439124", "5616"]'
b'["2022-02-09 11:27:00", "135.624155075", "135.703184374", "135.614276413", "135.6439124", "15207"]'
b'["2022-02-09 11:23:00", "135.693305712", "135.722941699", "135.6439124", "135.673548387", "7630"]'
b'["2022-02-09 11:22:00", "135.663669725", "135.703184374", "135.653791062", "135.683427049", "6870"]'
b'["2022-02-09 11:18:00", "135.545125777", "135.574761764", "135.535247115", "135.555004439", "12487"]'
b'["2022-02-09 11:14:00", "135.653791062", "135.663669725", "135.555004439", "135.632156792", "11151"]'
b'["2022-02-09 11:12:00", "135.782213673", "135.801970997", "135.713063036", "135.757517017", "18978"]'
b'["2022-02-09 11:11:00", "135.878728204", "135.878728204", "135.754553418", "135.762456348", "11412"]'
b'["2022-02-09 11:10:00", "136.029180231", "136.039058893", "135.861242971", "135.890878958", "11820"]'
b'["2022-02-09 11:09:00", "136.009422906", "136.06869488", "136.009422906", "136.029180231", "6355"]'
b'["2022-02-09 11:05:00", "135.960029595", "135.979786919", "135.900757621", "135.930393608", "7785"]'
b'["2022-02-09 11:03:00", "135.979786919", "135.999544244", "135.960029595", "135.974847588", "9296"]'
b'["2022-02-09 11:01:00", "136.19711749", "136.226753477", "136.127966854", "136.177360166", "8133"]'
b'["2022-02-09 11:00:00", "136.177360166", "136.226753477", "136.127966854", "136.226753477", "20383"]'
b'["2022-02-09 10:59:00", "136.23663214", "136.266268127", "136.187238828", "136.246510802", "11131"]'
b'["2022-02-09 10:58:00", "136.216874815", "136.276146789", "136.206996153", "136.226753477", "5661"]'
b'["2022-02-09 10:57:00", "136.246510802", "136.276146789", "136.226753477", "136.226753477", "7028"]'
b'["2022-02-09 10:54:00", "136.473720036", "136.483598698", "136.36505475", "136.394690737", "16101"]'
b'["2022-02-09 10:50:00", "136.384812075", "136.453962711", "136.355176088", "136.392517431", "24803"]'
b'["2022-02-09 10:49:00", "136.295904114", "136.384812075", "136.266268127", "136.355176088", "20735"]'
b'["2022-02-09 10:48:00", "136.246510802", "136.276146789", "136.202056822", "136.276146789", "12640"]'
b'["2022-02-09 10:45:00", "136.167481503", "136.246510802", "136.150687777", "136.15266351", "18111"]'
b'["2022-02-09 10:44:00", "136.315661438", "136.325540101", "136.147724179", "136.162542172", "34294"]'
b'["2022-02-09 10:42:00", "136.295904114", "136.335418763", "136.295904114", "136.325540101", "14878"]'
b'["2022-02-09 10:41:00", "136.182299497", "136.305782776", "136.182299497", "136.28108612", "11832"]'
b'["2022-02-09 10:40:00", "136.116408819", "136.19711749", "136.116408819", "136.19711749", "12815"]'
b'["2022-02-09 10:39:00", "136.098330867", "136.15266351", "136.078573542", "136.137845516", "8900"]'
b'["2022-02-09 10:38:00", "136.038169814", "136.078573542", "136.034119562", "136.06869488", "6046"]'
b'["2022-02-09 10:36:00", "136.029180231", "136.048641196", "135.979786919", "135.993024327", "7676"]'
b'["2022-02-09 10:35:00", "136.039058893", "136.039058893", "135.989665582", "136.019301569", "9565"]'
b'["2022-02-09 10:34:00", "136.098330867", "136.187238828", "136.039058893", "136.039058893", "17496"]'
b'["2022-02-09 10:32:00", "135.831606984", "135.930393608", "135.831606984", "135.930393608", "7497"]'
b'["2022-02-09 10:30:00", "135.821728322", "135.890878958", "135.783991832", "135.831606984", "13998"]'
b'["2022-02-09 10:28:00", "136.019301569", "136.019301569", "135.90253578", "135.94027227", "8006"]'
b'["2022-02-09 10:27:00", "136.039058893", "136.058816218", "135.999544244", "136.029180231", "5308"]'
b'["2022-02-09 10:23:00", "136.266268127", "136.266268127", "136.118088192", "136.118088192", "14400"]'
b'["2022-02-09 10:20:00", "136.285432732", "136.345297425", "136.266268127", "136.335418763", "23117"]'
b'["2022-02-09 10:18:00", "136.330479432", "136.364066884", "136.315661438", "136.325540101", "16989"]'
b'["2022-02-09 10:14:00", "136.36505475", "136.404569399", "136.246510802", "136.246510802", "20677"]'
b'["2022-02-09 10:13:00", "136.508295354", "136.513234685", "136.338283575", "136.345297425", "8567"]'
b'["2022-02-09 10:12:00", "136.581693815", "136.581693815", "136.513234685", "136.513234685", "2779"]'
b'["2022-02-09 10:10:00", "136.473720036", "136.522520627", "136.444084049", "136.503356022", "5513"]'
b'["2022-02-09 10:08:00", "136.36505475", "136.513234685", "136.36505475", "136.513234685", "7236"]'
b'["2022-02-09 10:06:00", "136.325540101", "136.414448062", "136.295904114", "136.345297425", "12690"]'
b'["2022-02-09 10:05:00", "136.407730571", "136.424326724", "136.286025451", "136.286025451", "5187"]'
b'["2022-02-09 10:03:00", "136.528052678", "136.528052678", "136.414448062", "136.434205386", "5782"]'
b'["2022-02-09 10:02:00", "136.562627996", "136.562627996", "136.483598698", "136.532300503", "8363"]'
b'["2022-02-09 10:01:00", "136.473720036", "136.580903522", "136.473720036", "136.562627996", "6778"]'
b'["2022-02-09 10:00:00", "136.542870672", "136.671293282", "136.483598698", "136.498416691", "17003"]'
b'["2022-02-09 09:59:00", "136.513234685", "136.591868837", "136.444084049", "136.581891388", "15501"]'
b'["2022-02-09 09:56:00", "136.147724179", "136.295904114", "136.147724179", "136.177360166", "6908"]'
b'["2022-02-09 09:55:00", "136.246510802", "136.345297425", "136.177360166", "136.177360166", "26450"]'
b'["2022-02-09 09:53:00", "136.221814146", "136.276146789", "136.19711749", "136.251450133", "4814"]'
b'["2022-02-09 09:51:00", "136.226457117", "136.315661438", "136.121150577", "136.251450133", "13674"]'
b'["2022-02-09 09:49:00", "136.118088192", "136.127966854", "135.969908257", "136.029180231", "7088"]'
b'["2022-02-09 09:48:00", "135.979786919", "136.147724179", "135.979786919", "136.111963421", "10599"]'
b'["2022-02-09 09:47:00", "135.950150932", "136.008928973", "135.831606984", "135.920514945", "13458"]'
b'["2022-02-09 09:45:00", "135.999544244", "136.06869488", "135.831606984", "135.999544244", "11084"]'
b'["2022-02-09 09:44:00", "135.881000296", "135.974847588", "135.732820361", "135.974847588", "9036"]'
b'["2022-02-09 09:41:00", "135.641936668", "135.673548387", "135.51548979", "135.583257413", "5465"]'
b'["2022-02-09 09:40:00", "135.638973069", "135.663669725", "135.535247115", "135.609337082", "5714"]'
b'["2022-02-09 09:39:00", "135.579701095", "135.722941699", "135.555004439", "135.6439124", "9834"]'
b'["2022-02-09 09:38:00", "135.648851731", "135.713853329", "135.368297721", "135.51548979", "12724"]'
b'["2022-02-09 09:37:00", "135.653791062", "135.683427049", "135.495732465", "135.680957384", "7657"]'
b'["2022-02-09 09:36:00", "135.298159219", "135.624155075", "135.298159219", "135.604397751", "15318"]'
b'["2022-02-09 09:35:00", "135.485853803", "135.485853803", "135.169736608", "135.277414028", "20101"]'
b'["2022-02-09 09:33:00", "135.653791062", "135.752577686", "135.466096478", "135.574267831", "11125"]'
b'["2022-02-09 09:32:00", "135.555004439", "135.693305712", "135.51548979", "135.653791062", "13570"]'
b'["2022-02-09 09:05:00", "136.216874815", "136.216874815", "136.216874815", "136.216874815", "100"]'
b'["2022-02-09 08:54:00", "136.216874815", "136.216874815", "136.216874815", "136.216874815", "150"]'
b'["2022-02-09 08:21:00", "136.177360166", "136.177360166", "136.177360166", "136.177360166", "110"]'
b'["2022-02-09 08:01:00", "136.127868067", "136.137845516", "136.127868067", "136.137845516", "3412"]'
b'["2022-02-09 07:56:00", "136.137845516", "136.137845516", "136.137845516", "136.137845516", "426"]'
b'["2022-02-09 05:18:00", "135.81184966", "135.81184966", "135.81184966", "135.81184966", "105"]'
b'["2022-02-08 19:16:00", "135.624155075", "135.624155075", "135.624155075", "135.624155075", "200"]'
b'["2022-02-08 18:27:00", "135.505611128", "135.505611128", "135.505611128", "135.505611128", "100"]'
b'["2022-02-08 16:48:00", "135.634033738", "135.634033738", "135.634033738", "135.634033738", "140"]'
b'["2022-02-08 16:33:00", "135.485853803", "135.485853803", "135.485853803", "135.485853803", "400"]'
b'["2022-02-08 16:32:00", "135.535247115", "135.535247115", "135.535247115", "135.535247115", "180"]'
b'["2022-02-08 16:02:00", "135.357431193", "135.357431193", "135.357431193", "135.357431193", "257"]'
b'["2022-02-08 16:00:00", "135.436460491", "135.436460491", "135.337673868", "135.357431193", "60525"]'
b'["2022-02-08 15:59:00", "135.574761764", "135.594519088", "135.416703167", "135.426581829", "40288"]'
b'["2022-02-08 15:55:00", "135.298159219", "135.426581829", "135.268523232", "135.387165966", "20236"]'
b'["2022-02-08 15:47:00", "135.122911749", "135.21912992", "135.122911749", "135.21912992", "13102"]'
b'["2022-02-08 15:43:00", "135.209251258", "135.258644569", "135.209251258", "135.238887245", "5212"]'
b'["2022-02-08 15:41:00", "135.189493933", "135.278401894", "135.189493933", "135.258644569", "9664"]'
b'["2022-02-08 15:40:00", "135.100585972", "135.179615271", "135.09070731", "135.179615271", "7958"]'
b'["2022-02-08 15:39:00", "135.100585972", "135.10532773", "135.061071323", "135.10532773", "5356"]'
b'["2022-02-08 15:37:00", "135.09070731", "135.113131873", "135.031435336", "135.100585972", "10801"]'
b'["2022-02-08 15:35:00", "135.09070731", "135.140100621", "135.070949985", "135.09070731", "5459"]'
b'["2022-02-08 15:33:00", "135.046253329", "135.100388399", "135.021556674", "135.031435336", "10618"]'
b'["2022-02-08 15:32:00", "135.021556674", "135.061071323", "135.021556674", "135.037362533", "5726"]'
b'["2022-02-08 15:29:00", "135.080828648", "135.080828648", "134.991920687", "135.001799349", "6031"]'
b'["2022-02-08 15:28:00", "135.100585972", "135.122022669", "135.080828648", "135.080828648", "3818"]'
b'["2022-02-08 15:27:00", "135.080828648", "135.09070731", "135.031435336", "135.09070731", "5082"]'
b'["2022-02-08 15:24:00", "135.100585972", "135.110464635", "135.066010654", "135.066010654", "3940"]'
b'["2022-02-08 15:22:00", "135.115403966", "135.115403966", "135.061071323", "135.070949985", "3959"]'
b'["2022-02-08 15:21:00", "135.140100621", "135.159857946", "135.120343297", "135.140100621", "4915"]'
b'["2022-02-08 15:20:00", "135.169736608", "135.184554602", "135.149979284", "135.159857946", "8444"]'
b'["2022-02-08 15:18:00", "135.199372595", "135.199372595", "135.125282628", "135.130221959", "6776"]'
b'["2022-02-08 15:16:00", "135.120343297", "135.199372595", "135.105525303", "135.189493933", "12008"]'
b'["2022-02-08 15:15:00", "135.159857946", "135.189493933", "135.130221959", "135.140100621", "5610"]'
